Timestamp,Name,Gender,Job Role,Department,1. I generally feel happy and satisfied during my workday.,"2. I experience positive emotions (enthusiasm, excitement) while performing my tasks.",3. I remain calm and composed even under pressure.,"4.  Negative emotions (stress, frustration) interfere with my work.",5. I usually start my workday with a positive mindset.,1.  I feel energized and enthusiastic about my job.,2.  I am fully absorbed in my work most of the time.,3. I often go beyond what is required in my role.,4.  I find my work meaningful and motivating.,5.  I am committed to giving my best at work.,1. I complete my tasks efficiently within deadlines.,2.  I maintain high quality in my work output.,3.  I actively contribute to achieving team goals.,4.  I am consistent in meeting performance expectations.,5.  My performance has improved over the past few months.,1.  I am aware of my organization’s AI-related policies.,  2.  The BAN AI policy limits how AI tools can be used in my work.,"3. The policy affects my ability to use AI for improving productivity.
",4. I believe the BAN AI policy supports ethical and fair workplace Practices. ,5.  I feel the BAN AI policy impacts how emotions influence my productivity.
2025/10/13 2:17:21 AM GMT+5,Amna Hashmi,Female,Coordinator,d4yl99uy,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree
2025/10/13 2:17:27 AM GMT+5,Anum Butt,Female,Teacher,m9i4h5hv,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Neutral
2025/10/13 2:17:33 AM GMT+5,Hammad Mughal,Female,Coordinator,9b4p9hp7,Disagree,Disagree,Neutral,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree
2025/10/13 2:17:39 AM GMT+5,Hussain Tariq,Female,Teacher,62zmwd4x,Strongly disagree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree
2025/10/13 2:17:45 AM GMT+5,Noman Khan,Male,Coordinator,vrohbeu2,Neutral,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree
2025/10/13 2:17:51 AM GMT+5,Sara Qureshi,Female,Coordinator,qjlout9a,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree
2025/10/13 2:17:57 AM GMT+5,Ayesha Shah,Male,Coordinator,19gzabao,Neutral,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree
2025/10/13 2:18:03 AM GMT+5,Farhan Butt,Female,Teacher,kg2r8w1u,Neutral,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Neutral
2025/10/13 2:18:10 AM GMT+5,Usman Shah,Female,Coordinator,mnepzm87,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree
2025/10/13 2:18:16 AM GMT+5,Aqsa Butt,Male,Teacher,oun0859j,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Disagree
2025/10/13 2:18:22 AM GMT+5,Usman Irfan,Male,Coordinator,4uu3kh00,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly disagree,Disagree,Disagree
2025/10/13 2:18:29 AM GMT+5,Imran Yousaf,Male,Non Teaching Staff,jc7gah8n,Neutral,Agree,Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Neutral,Agree,Neutral
2025/10/13 2:18:34 AM GMT+5,Ayesha Mughal,Male,Coordinator,ltymf22u,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree
2025/10/13 2:18:41 AM GMT+5,Shahzaib Rehman,Female,Non Teaching Staff,04o0wort,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Strongly agree,Strongly agree
2025/10/13 2:18:47 AM GMT+5,Hassan Mughal,Male,Teacher,7d87xhhv,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Neutral,Strongly agree
2025/10/13 2:18:53 AM GMT+5,Saad Irfan,Female,Teacher,ofwu1f3p,Neutral,Neutral,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Agree,Disagree,Neutral,Disagree,Strongly agree,Disagree,Disagree,Neutral,Agree
2025/10/13 2:18:59 AM GMT+5,Maira Aslam,Female,Coordinator,1mwv7sqb,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Neutral
2025/10/13 2:19:06 AM GMT+5,Noman Raza,Female,Coordinator,p3smybem,Neutral,Disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Strongly agree
2025/10/13 2:19:12 AM GMT+5,Anum Rehman,Male,Teacher,azexjez6,Strongly agree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Neutral,Disagree,Agree
2025/10/13 2:19:18 AM GMT+5,Maira Nawaz,Female,Coordinator,bzy3uo2y,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Strongly agree
2025/10/13 2:21:10 AM GMT+5,Tuba Javed,Female,Teacher,f5nlfp7w,Strongly agree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree
2025/10/13 2:21:16 AM GMT+5,Tariq Sheikh,Female,Teacher,yhxitbsd,Strongly disagree,Neutral,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree
2025/10/13 2:21:22 AM GMT+5,Yasir Siddiqui,Male,Coordinator,x2y7eltl,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree
2025/10/13 2:21:27 AM GMT+5,Ifra Rehman,Male,Teacher,tujmw4ro,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral
2025/10/13 2:21:33 AM GMT+5,Raza Ahmed,Male,Teacher,xidlsltj,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Agree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 2:21:38 AM GMT+5,Naveed Siddiqui,Male,Teacher,emdiolnl,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree
2025/10/13 2:21:44 AM GMT+5,Asad Zafar,Female,Coordinator,hhsb4l45,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree
2025/10/13 2:21:49 AM GMT+5,Kamran Shah,Male,Teacher,jkqbfbt4,Disagree,Disagree,Strongly disagree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Agree,Strongly agree,Neutral,Neutral,Disagree,Disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly disagree,Neutral
2025/10/13 2:21:55 AM GMT+5,Hammad Mirza,Female,Coordinator,n34jw76z,Neutral,Strongly disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,
2025/10/13 2:22:00 AM GMT+5,Tariq Shahid,Male,Non Teaching Staff,gwh4jsza,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree
2025/10/13 2:22:06 AM GMT+5,Fariha Butt,Female,Non Teaching Staff,0bmivsuh,Disagree,Neutral,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Agree,Disagree,Strongly agree,Neutral
2025/10/13 2:22:12 AM GMT+5,Hafsa Latif,Female,Teacher,mgat9x7j,Disagree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree
2025/10/13 2:22:17 AM GMT+5,Iqra Latif,Female,Non Teaching Staff,j903y9v5,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree
2025/10/13 2:22:23 AM GMT+5,Sadia Akram,Female,Teacher,kxsn1zr2,Strongly disagree,Disagree,Neutral,Disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Agree
2025/10/13 2:22:28 AM GMT+5,Tuba Hashmi,Male,Non Teaching Staff,atub7fou,Disagree,Agree,Neutral,Strongly disagree,Strongly agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral
2025/10/13 2:22:34 AM GMT+5,Kamran Malik,Male,Teacher,ge2c8gvz,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree
2025/10/13 2:22:39 AM GMT+5,Fatima Ansari,Female,Teacher,jtj2exxk,Disagree,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly agree,Strongly disagree,Disagree
2025/10/13 2:22:44 AM GMT+5,Shahzad Akram,Female,Coordinator,veedgkb3,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree
2025/10/13 2:22:50 AM GMT+5,Suleman Mirza,Female,Coordinator,aza8yn9t,Neutral,Agree,Strongly disagree,Neutral,Disagree,Neutral,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Neutral,Agree
2025/10/13 2:22:55 AM GMT+5,Tariq Raza,Male,Coordinator,0wwrejqa,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree
2025/10/13 2:23:01 AM GMT+5,Hamza Chaudhry,Male,Non Teaching Staff,pwwij067,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree
2025/10/13 2:23:07 AM GMT+5,Aleena Tariq,Male,Non Teaching Staff,ggzwqbbj,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,Neutral,Strongly agree,Neutral
2025/10/13 2:23:12 AM GMT+5,Hira Ahmed,Male,Teacher,x9wwwews,Disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral
2025/10/13 2:23:18 AM GMT+5,Mishal Khan,Female,Non Teaching Staff,qqj6pi9s,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Agree,Neutral,Strongly agree
2025/10/13 2:23:23 AM GMT+5,Sara Khalid,Female,Teacher,wtdp9c8m,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Neutral
2025/10/13 2:23:29 AM GMT+5,Laiba Qureshi,Male,Coordinator,1zlgxkj2,Strongly agree,Neutral,Neutral,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Neutral,Disagree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree
2025/10/13 2:23:34 AM GMT+5,Laiba Tariq,Female,Coordinator,l5jhthfi,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree
2025/10/13 2:23:41 AM GMT+5,Bilal Hashmi,Male,Teacher,egt8r98c,Strongly disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Neutral,Agree
2025/10/13 2:23:46 AM GMT+5,Eman Yousaf,Female,Coordinator,it0r40sd,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Agree
2025/10/13 2:23:52 AM GMT+5,Mehak Irfan,Female,Coordinator,90emksw7,Neutral,Strongly agree,Strongly disagree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral
2025/10/13 2:23:57 AM GMT+5,Asad Hashmi,Female,Coordinator,cn2bixin,Strongly agree,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Disagree
2025/10/13 2:24:03 AM GMT+5,Saad Rasheed,Female,Non Teaching Staff,0kq4dwrf,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Neutral,Disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree
2025/10/13 2:24:09 AM GMT+5,Zain Khan,Female,Teacher,laqtuke7,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree
2025/10/13 2:24:14 AM GMT+5,Aneeqa Rehman,Male,Coordinator,59sp1vfs,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree
2025/10/13 2:24:20 AM GMT+5,Suleman Hashmi,Female,Coordinator,75zb27zv,Agree,Disagree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree
2025/10/13 2:24:25 AM GMT+5,Arsalan Hashmi,Female,Coordinator,pzlwumw8,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree
2025/10/13 2:24:31 AM GMT+5,Noman Rasheed,Female,Non Teaching Staff,pbibhhnh,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Disagree
2025/10/13 2:24:36 AM GMT+5,Khadija Tahir,Female,Non Teaching Staff,vdky42uj,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Disagree,Disagree,Neutral
2025/10/13 2:24:42 AM GMT+5,Usman Irfan,Male,Coordinator,hq9b1nk7,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree
2025/10/13 2:24:47 AM GMT+5,Khadija Irfan,Male,Teacher,enppal27,Disagree,Strongly disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree
2025/10/13 2:24:53 AM GMT+5,Fariha Mirza,Female,Coordinator,z2v57g9y,Neutral,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Neutral,Strongly agree,Neutral
2025/10/13 2:24:58 AM GMT+5,Laiba Shah,Female,Non Teaching Staff,zytsgugs,Disagree,Agree,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree
2025/10/13 2:25:04 AM GMT+5,Hina Khan,Male,Teacher,jg12brme,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2025/10/13 2:25:09 AM GMT+5,Mariam Khan,Female,Teacher,os9tr3bi,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Agree,Disagree,Agree,Disagree,Neutral,Disagree
2025/10/13 2:25:15 AM GMT+5,Usman Malik,Female,Non Teaching Staff,k34ecdbk,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Neutral
2025/10/13 2:25:21 AM GMT+5,Bilal Akram,Male,Non Teaching Staff,r6obtwqj,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly agree,Agree
2025/10/13 2:25:26 AM GMT+5,Khadija Hashmi,Male,Teacher,ygetzvcq,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Disagree,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree
2025/10/13 2:25:32 AM GMT+5,Ahmad Ashraf,Female,Non Teaching Staff,r46cp76k,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neutral
2025/10/13 2:25:37 AM GMT+5,Aqsa Hussain,Male,Teacher,hc85x7ln,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree
2025/10/13 2:25:42 AM GMT+5,Shahzaib Rasheed,Male,Teacher,m6qk0l02,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree
2025/10/13 2:25:48 AM GMT+5,Aqsa Sheikh,Male,Teacher,ngg9tbcd,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree
